55291,9.3498486,56.7408757,17.0527715677876
15291,9.3501884,56.7406785,17.614840244389
55291,9.3505485,56.7405445,18.08353563951
55291,9.3508058,56.7404845,18.2794652530352
55291,9.3510534,56.7404863,18.4229736146099
55291,9.3514747,56.7405022,19.1248885940143
55291,9.3521273,56.7405585,19.5905926656897
55291,9.3524201,56.7405974,19.6217636955693
55291,9.3525839,56.740629,19.6599309194984
55291,9.3527255,56.7406626,19.4906695590218
55291,9.3530759,56.7408002,19.2302682047961
55291,9.353404,56.7409042,18.2332801889404
55291,9.3537287,56.7409995,17.6008423536018
55291,9.354179,56.7410594,17.6443793914607
55291,9.354581,56.7411511,18.3974824566501
55291,9.3547868,56.7412058,18.8645551315113
55291,9.3551147,56.7412693,18.2477297711073
55291,9.3553365,56.7412905,18.0201293139063
55291,9.355581,56.7412975,18.322544090848
91631,8.5856624,57.0106364,32.0776406065856
91631,8.5851822,57.0099725,28.7124475240045
91631,8.5834239,57.0089128,24.6677705239323
91631,8.5831331,57.0085517,21.8182258426915
91631,8.5825621,57.0078424,17.1420810538272
91631,8.5825197,57.0077898,17.0386143661186
91631,8.5818832,57.0069995,14.2774772802595
91631,8.5812759,57.0062707,14.0725075106701
91632,8.5617847,57.0231006,22.4186816034265
91632,8.5610765,57.0227781,20.5446704937569
91632,8.560503,57.0228637,23.5659512030544
91632,8.5595327,57.0230085,23.0573080298429
91634,8.5052981,57.0427326,9.32131212369931
91635,8.5053563,57.045265,7.94532185752113
91635,8.5038165,57.0452699,6.83530187642383
91636,8.5038165,57.0452699,7.03679520220392
91637,8.5058627,57.0443316,8.86855661728298
91637,8.5064511,57.0444156,8.64494033735751
91637,8.5066534,57.0444345,8.67728146077494
91637,8.5069191,57.0444476,8.85557095466886
91637,8.5070322,57.0444408,8.64129891212652
91637,8.5071685,57.0444222,8.86674502574767
91637,8.5073621,57.0443894,8.87524493140629
91637,8.5075176,57.0443477,8.86100979268057
91637,8.5076101,57.0443768,8.83660225606989
91637,8.5076473,57.0444173,9.02774983708842
91637,8.5076518,57.0445107,8.83686338244635
91638,8.5075176,57.0443477,8.94035654760952
91638,8.5075775,57.0443127,8.86600806296797
91638,8.5076333,57.0442689,8.95472907976584
91638,8.507658,57.044215,9.10137619707346
91638,8.5076612,57.0441594,9.1781947041122
91638,8.5077825,57.0434855,9.62741329903697
91638,8.5078162,57.0434553,9.43527861619816
91641,8.5109209,57.0415404,11.4414194108302
91642,8.5105537,57.0412931,11.2311566644115
91643,8.5104987,57.0407147,11.5900024653866
91643,8.5108529,57.0405045,11.2561389202042
91644,8.5090345,57.0402727,11.3928529097858
91644,8.5093407,57.0400268,11.8330903850766
91644,8.5103032,57.0398273,11.2935744515487
91644,8.5120992,57.0395103,12.1752508454484
91644,8.5135412,57.0392283,12.1144188343058
91644,8.5138592,57.0391655,12.0654010333057
91644,8.5147731,57.0389894,12.7455323302231
91645,8.5138592,57.0391655,12.4027383684211
91646,8.5135412,57.0392283,12.4766383272515
91646,8.5135308,57.039077,12.1452797789523
91646,8.5133852,57.0388947,12.1555610604351
91646,8.5128028,57.0385506,12.1286080894312
91646,8.5126942,57.038338,12.0164841975647
91646,8.5125974,57.0381735,12.4015926905886
82915,9.9801245,56.6303015,54.080619689832
82915,9.982581,56.6305181,52.5221259904219
82915,9.9867007,56.6312617,52.847693791381
82915,9.9930909,56.6332391,61.9381590637599
82915,9.9934128,56.6333452,61.8685866219461
82915,9.9953483,56.633563,66.8115309840631
82915,9.9959662,56.6336758,68.4189999980709
82915,9.9971721,56.6339171,72.3720785022629
82915,9.9977471,56.6340534,74.5812344659107
82915,9.9987815,56.6342829,78.5261752695317
82915,9.999189,56.6342829,79.2131994929242
82915,9.99979,56.6342356,80.2769978237663
82915,10.0000475,56.6340941,81.2659405393379
82915,9.9928806,56.634814,79.1207965616621
82915,9.9931595,56.6347078,78.8042366565701
82915,9.9933096,56.6345307,78.1653204943944
82915,9.9938677,56.6341767,74.8966758748529
82915,9.9945973,56.6338817,71.109130006728
82915,9.9952796,56.6336639,67.818999738671
91649,8.5040581,57.0349732,13.7481809380079
91649,8.504651,57.0347101,14.9806252121265
91649,8.5050406,57.034391,14.3284111650142
91649,8.505441,57.0341125,13.7831933749267
91649,8.5058769,57.0340657,14.0476118398403
91649,8.506144,57.0341627,14.3057885651584
91650,8.5047652,57.0361494,13.4757089525423
91650,8.5054694,57.0358438,12.4306091469963
91650,8.506267,57.035632,12.5430525958887
91650,8.5059781,57.0352725,13.2018671640358
